N°,Teléfono (marca/modelo),App Luz,App Sonido,Apps WiFi,Fecha,Hora,Biblioteca,Localidad,Dirección/Referencia,Tipo de espacio,Ocupación (personas),Evento inusual (S/N),Observaciones,Lux_1,Lux_2,Lux_3,Lux_promedio,dBA_1,dBA_2,dBA_3,dBA_prom,Bajada_1 (Mbps),Bajada_2 (Mbps),Bajada_3 (Mbps),Bajada_Mediana,Subida_1 (Mbps),Subida_2 (Mbps),Subida_3 (Mbps),Subida_mediana,archivo_fuente,hoja_fuente,Hora_dt,Franja,Lux_umbral,Cumple_Luz,Cumple_Ruido,Cumple_WiFi,Indice_Compuesto,Indice_Ponderado
39,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,15:23:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/coleccion general y referencia,5.0,S,"En este caso el evento fue el ruido ya que un infante estaba jugando con la silla, por lo cual el sonido fue notable",586.0,570.0,596.0,584.0,51.4,52.0,50.6,51.333333333333336,12.22,10.68,16.13,12.22,25.56,21.82,23.08,23.08,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:23:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
40,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,15:29:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general/Hemeroteca,8.0,S,,396.0,396.0,440.0,410.6666666666667,50.2,51.8,53.5,51.833333333333336,18.67,15.02,5.0,15.02,20.32,25.74,15.22,20.32,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:29:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
41,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,15:34:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/coleccion audiovisual,3.0,N,No se observo nada,256.0,256.0,212.0,241.33333333333334,50.2,52.0,51.3,51.166666666666664,19.98,18.39,14.94,18.39,18.16,25.48,24.57,24.57,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:34:00.000,Tarde,300,False,False,True,33.33333333333333,20.0
42,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,15:40:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/Colección local,14.0,N,,317.0,342.0,280.0,313.0,45.5,47.2,49.1,47.26666666666667,13.14,7.39,18.66,13.14,30.52,19.83,25.83,25.83,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:40:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
43,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,15:44:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general / estanteria biografias,5.0,N,No se observo nada,198.0,220.0,128.0,182.0,53.3,52.5,54.4,53.4,15.39,13.29,18.85,15.39,28.95,23.01,22.02,23.01,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:44:00.000,Tarde,200,False,False,True,33.33333333333333,20.0
44,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,15:50:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general / estanteria novela,8.0,N,No se observo nada,202.0,202.0,195.0,199.66666666666666,48.2,47.9,46.0,47.36666666666667,17.46,8.53,14.6,14.6,26.72,18.35,20.48,20.48,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:50:00.000,Tarde,200,False,False,True,33.33333333333333,20.0
45,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,15:55:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/piso superior,8.0,S,,100.0,236.0,200.0,178.66666666666666,54.2,52.9,55.4,54.166666666666664,15.82,13.02,10.36,13.02,28.33,20.69,19.53,20.69,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:55:00.000,Tarde,300,False,False,True,33.33333333333333,20.0
46,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,16:01:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/piso superior,4.0,S,,200.0,217.0,167.0,194.66666666666666,52.2,54.1,53.7,53.333333333333336,16.13,20.3,17.63,17.63,29.64,30.15,25.82,29.64,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 16:01:00.000,Tarde-noche,300,False,False,True,33.33333333333333,20.0
47,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,16:07:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/piso superior,6.0,S,,100.0,68.0,87.0,85.0,54.3,51.0,48.7,51.333333333333336,15.1,12.14,11.2,13.149999999999999,30.5,21.76,27.9,27.9,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 16:07:00.000,Tarde-noche,300,False,False,True,33.33333333333333,20.0
48,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,16:12:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/ estanteria teatro,4.0,S,,400.0,363.0,420.0,394.3333333333333,50.9,52.3,51.7,51.633333333333326,15.45,12.3,14.75,14.75,29.17,16.54,26.88,26.88,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 16:12:00.000,Tarde-noche,200,True,False,True,66.66666666666666,60.00000000000001
49,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,16:18:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanterias religion,3.0,N,No se observo nada,74.0,217.0,68.0,119.66666666666667,40.9,44.4,40.8,42.03333333333333,1.4,1.87,1.47,1.47,8.58,14.58,21.57,14.58,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 16:18:00.000,Tarde-noche,200,False,False,False,0.0,0.0
50,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-07 00:00:00.000000000,16:26:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanterias politica,8.0,N,No se observo nada,68.0,56.0,54.0,59.333333333333336,40.1,42.6,41.3,41.95,23.2,22.8,21.76,22.8,22.48,23.6,20.62,22.48,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 16:26:00.000,Tarde-noche,200,False,False,True,33.33333333333333,20.0
51,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,09:35:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala infantil,4.0,S,"En este caso el evento inusual que pudimos notar fue la diferencia de luz de los tres datos que obtuvimos de esta zona, en la ultima toma de este dato fue alto porque tenia mayor exposición a la iluminación artifical.",249.8,227.8,138.0,205.20000000000002,38.8,40.1,33.2,37.36666666666667,18.23,22.97,14.08,18.23,34.7,35.4,39.0,35.4,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 09:35:00.000,Manana,500,False,True,True,66.66666666666666,60.00000000000001
52,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,09:45:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sofa sala infantil,2.0,S,En este caso el evento inusual fue que al tener una ventana generaba un mayor nivel de iluminación en comparación a otras zonas.,211.7,188.8,202.7,201.0666666666667,39.0,40.7,39.8,39.833333333333336,17.17,16.46,23.2,17.17,30.2,34.1,38.3,34.1,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 09:45:00.000,Manana,500,False,True,True,66.66666666666666,60.00000000000001
53,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,09:55:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sofa sala infantil 2,2.0,S,En este caso el evento inusual fue que al tener una ventana generaba un mayor nivel de iluminación en comparación a otras zonas.,258.9,172.8,207.7,213.13333333333333,36.0,42.2,43.4,40.53333333333333,23.14,24.1,12.4,23.14,33.52,33.8,32.8,33.52,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 09:55:00.000,Manana,500,False,False,True,33.33333333333333,20.0
54,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,10:02:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala infantil 2,5.0,S,"En este caso tanto la luz que en este caso la biblioteca de esta zona contaba con ciertos espacios ""Abiertos"" en las cuales hizo una gran diferencia con otras partes de la misma zona, ademas que en este caso tambien obtuvimos una notable diferencia en el sonido por lo que ademas de nosotros, estabamos con un infante y su cuidadora, ademas de la vigilante por la cual el sonido fue diferente que en los otros datos",311.4,243.6,177.9,244.29999999999998,38.7,42.2,40.1,40.333333333333336,22.3,22.7,22.0,22.3,37.58,37.8,36.01,37.58,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 10:02:00.000,Manana,500,False,False,True,33.33333333333333,20.0
55,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,10:10:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala infantil 3,5.0,S,En este evento el sonido fue el mas notable ya que el infante estaba hablando mientras su cuidadora le estaba leyendo un libro.,206.0,266.7,219.5,230.73333333333335,38.9,34.9,32.4,35.4,20.21,20.53,19.48,20.21,36.8,32.8,28.3,32.8,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 10:10:00.000,Manana,500,False,True,True,66.66666666666666,60.00000000000001
56,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,10:17:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala computo infantil,4.0,,"En este caso el evento inusual es el del sonido porque a pesar de no estar tan cerca de la recepción, se alcanzaba a hacer ruido, ademas de que en este caso el infante comenzo a hablar mas fuerte",206.0,261.2,256.3,241.16666666666666,35.9,36.2,35.5,35.86666666666667,19.6,23.55,23.15,23.15,35.2,37.16,39.4,37.16,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 10:17:00.000,Manana,500,False,True,True,66.66666666666666,60.00000000000001
57,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,10:23:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,castillo infantil,7.0,S,"En este evento la luz fue notable ya que contaba con una mayor exposición al sol, ademas el sonido fue mucho mas alto por lo que estabamos cerca de recepción ya que las personas que trabajaban en ese sector estaban hablando.",314.8,163.8,352.6,277.06666666666666,43.6,40.5,40.8,41.63333333333333,21.72,21.64,22.4,21.72,36.2,38.38,35.67,36.2,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 10:23:00.000,Manana,500,False,False,True,33.33333333333333,20.0
58,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,10:30:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala infantil 3,7.0,S,"En este evento el sonido fue mayor porque en este caso, habia un padre con su hijo y estaba el infante con su cuidadora, entonces esto generaba aun mas ruido",266.0,193.0,241.3,233.4333333333333,39.4,40.5,34.9,38.26666666666667,16.12,15.42,14.2,15.42,37.45,37.48,37.62,37.48,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 10:30:00.000,Manana,500,False,True,True,66.66666666666666,60.00000000000001
59,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,10:37:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,recepcion,8.0,S,En este evento fue el sonido por lo que nos encontrabamos cerca de recepción y los trabajadores hacian bastante ruido,191.8,228.2,246.7,222.23333333333335,34.4,40.5,38.3,37.733333333333334,23.64,29.24,17.56,23.64,38.58,36.48,37.21,37.21,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 10:37:00.000,Manana,500,False,True,True,66.66666666666666,60.00000000000001
60,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,10:46:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Distrito grafico,7.0,N,Se observó que no todos los espacios presentaban el mismo nivel de iluminación.,252.6,263.7,225.2,247.16666666666666,40.0,46.0,39.3,41.766666666666666,22.89,19.24,18.45,19.24,37.4,36.5,38.5,37.4,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 10:46:00.000,Manana,500,False,False,True,33.33333333333333,20.0
61,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,10:50:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Distrito grafico,8.0,S,"En este caso el evento es el sonido por lo que en esta zona, nos encontrabamos cerca de unos bafles en donde ponian musica, ademas que habian mas personas en esta zona",192.2,183.6,105.3,160.36666666666665,35.1,40.7,34.2,36.66666666666667,16.9,16.06,18.66,16.9,18.98,18.73,25.41,18.98,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 10:50:00.000,Manana,500,False,True,True,66.66666666666666,60.00000000000001
62,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,10:57:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala de Afiliaciones,6.0,S,No presentaba un nivel de iluminación alto a pesar de estar en un espacio mas abierto,192.1,199.8,228.3,206.73333333333335,40.4,42.4,36.8,39.86666666666667,20.3,20.54,21.12,20.54,34.86,35.42,36.23,35.42,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 10:57:00.000,Manana,500,False,True,True,66.66666666666666,60.00000000000001
63,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,11:02:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Servicio de domicilio,2.0,S,"No presentaba un nivel de iluminación alto, ademas que la biblioteca no esta haciendo uso de sus lamparas",234.5,149.2,233.9,205.86666666666667,41.5,41.9,31.0,38.13333333333333,33.74,34.1,30.69,33.74,50.4,49.77,49.55,49.77,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 11:02:00.000,Manana,500,False,True,True,66.66666666666666,60.00000000000001
64,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,11:10:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala LabCo,7.0,N,A pesar de que estaba en un espacio con varias ventanas la iluminación no fue tan alto como se esperaba,105.2,144.2,390.1,213.16666666666666,35.5,41.0,33.9,36.800000000000004,15.24,16.44,12.9,15.24,49.22,49.02,50.54,49.22,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 11:10:00.000,Manana,500,False,True,True,66.66666666666666,60.00000000000001
65,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,11:17:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanterias religion,6.0,S,En este caso la iluminación en cierto espacio tenia mas iluminación gracias a que se encontraba un poco mas cerca de la ventana,116.5,254.7,217.5,196.23333333333335,40.9,38.1,36.2,38.4,3.02,2.1,2.65,2.65,9.64,15.52,20.45,15.52,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 11:17:00.000,Manana,200,False,True,False,33.33333333333333,40.0
66,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,11:23:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala computo general,7.0,S,En este caso el sonido porque habian personas que estaban jugando en los computadores por lo cual hablaban mas fuerte,186.3,284.6,249.6,240.16666666666666,39.2,41.3,33.3,37.93333333333333,8.15,9.23,10.65,9.23,46.85,48.25,47.39,47.39,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 11:23:00.000,Manana,300,False,True,False,33.33333333333333,40.0
67,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,11:30:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanterias social,2.0,S,En este caso es el sonido porque cerca habian salas pero estas no estaban totalmente insonorizadas por lo cual habia un poco mas de ruido,159.2,206.0,227.7,197.63333333333333,40.5,36.7,41.9,39.699999999999996,29.47,30.81,15.69,29.47,47.21,33.56,17.14,33.56,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 11:30:00.000,Manana,200,False,True,True,66.66666666666666,60.00000000000001
68,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,11:37:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanterias politica,8.0,N,No se observo nada,238.9,265.2,154.0,219.36666666666667,43.7,38.3,32.7,38.233333333333334,24.67,24.84,31.28,24.84,23.0,27.02,16.22,23.0,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 11:37:00.000,Manana,200,True,True,True,100.0,100.0
69,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,11:43:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanterias derecho,6.0,N,En este la iluminación a pesar de moverlo en ese espacio pudimos percatarnos que la iluminación es igual,165.5,229.9,304.3,233.23333333333335,37.3,37.5,35.7,36.833333333333336,37.38,32.32,31.86,32.32,47.18,48.72,49.71,48.72,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 11:43:00.000,Manana,200,True,True,True,100.0,100.0
70,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,11:49:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/ estanerias educacion,3.0,N,No se observo nada,135.3,174.5,278.9,196.23333333333335,35.7,39.2,37.4,37.43333333333334,30.21,26.74,36.1,30.21,47.27,43.86,49.63,47.27,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 11:49:00.000,Manana,300,False,True,True,66.66666666666666,60.00000000000001
71,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,11:50:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanterias biologia,2.0,N,No se observo nada,307.9,229.9,281.4,273.06666666666666,35.3,45.9,41.3,40.83333333333333,25.55,33.19,25.0,25.55,26.66,33.26,45.13,33.26,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 11:50:00.000,Manana,200,True,False,True,66.66666666666666,60.00000000000001
72,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,11:58:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanterias medicina,3.0,N,No se observo nada,206.5,294.6,170.9,224.0,35.6,33.4,32.7,33.9,23.68,12.33,7.23,12.33,20.33,24.36,41.42,24.36,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 11:58:00.000,Manana,200,True,True,True,100.0,100.0
73,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,12:03:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanteria administración,3.0,N,No se observo nada,224.1,208.0,321.2,251.1,37.8,41.1,40.5,39.800000000000004,16.24,18.72,19.76,18.72,31.97,32.45,21.28,31.97,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 12:03:00.000,Tarde,200,True,True,True,100.0,100.0
74,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,12:08:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general/Hemeroteca,4.0,N,No se observo nada,134.5,296.1,138.9,189.83333333333334,39.0,34.2,37.0,36.733333333333334,20.28,16.43,8.52,16.43,32.89,20.5,25.59,25.59,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 12:08:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
75,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,12:13:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanteria artes,5.0,N,No se observo nada,187.3,70.0,268.1,175.13333333333335,38.8,37.6,34.1,36.833333333333336,14.87,15.48,15.06,15.06,25.45,17.85,23.61,23.61,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 12:13:00.000,Tarde,200,False,True,True,66.66666666666666,60.00000000000001
76,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,12:17:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/estanteria Literatura,3.0,N,No se observo nada,226.7,255.2,372.4,284.76666666666665,40.5,42.3,38.4,40.4,16.8,21.03,17.1,17.1,11.91,30.45,19.32,19.32,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 12:17:00.000,Tarde,200,True,False,True,66.66666666666666,60.00000000000001
77,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,12:22:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanteria biografias,4.0,S,En este caso el sonido porque habia un bebe con su padre lo que hizo notar mas la diferencia de sonido,150.9,214.8,165.6,177.10000000000002,38.0,39.2,37.6,38.26666666666667,18.9,20.4,20.77,20.4,30.53,31.74,29.11,30.53,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 12:22:00.000,Tarde,200,False,True,True,66.66666666666666,60.00000000000001
78,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,12:32:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/Colección local,2.0,S,En este la iluminación a pesar de moverlo en ese espacio pudimos percatarnos que la iluminación es igual,242.5,193.6,193.2,209.76666666666665,42.4,35.8,35.2,37.8,19.89,22.63,21.56,21.56,23.61,31.36,27.3,27.3,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 12:32:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
79,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,12:38:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/ estanterias novelas,4.0,S,En este caso el evento inusual fue que al tener una ventana generaba un mayor nivel de iluminación en comparación a otras zonas.,184.0,215.0,236.5,211.83333333333334,37.2,36.9,37.2,37.1,34.8,26.23,34.58,34.58,48.57,52.21,45.06,48.57,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 12:38:00.000,Tarde,200,True,True,True,100.0,100.0
80,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,12:40:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanteria novela 2,3.0,S,En este caso el evento inusual fue que al tener una ventana generaba un mayor nivel de iluminación en comparación a otras zonas.,202.5,100.7,197.3,166.83333333333334,45.0,41.0,35.8,40.6,20.21,20.62,21.36,20.62,30.55,29.69,27.74,29.69,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 12:40:00.000,Tarde,200,False,False,True,33.33333333333333,20.0
81,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,12:44:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/coleccion audiovisual,2.0,S,En este caso el evento inusual fue que al tener una ventana generaba un mayor nivel de iluminación en comparación a otras zonas.,183.9,197.9,129.2,170.33333333333334,39.9,36.8,37.3,37.99999999999999,20.43,19.03,18.78,19.03,22.85,28.67,27.62,27.62,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 12:44:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
82,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,12:50:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/coleccion general y referencia,4.0,S,"En este caso tanto la luz que en este caso la biblioteca de esta zona contaba con ciertos espacios ""Abiertos"".",331.1,229.6,234.5,265.06666666666666,35.4,39.6,39.0,38.0,23.64,13.4,18.35,18.35,48.75,45.53,48.79,48.75,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 12:50:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
83,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,12:55:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/ estanteria teatro,2.0,S,"En este caso tanto la luz que en este caso la biblioteca de esta zona contaba con ciertos espacios ""Abiertos"". a pesar de que solo habian 2 personas en este sitio el ruido exterior hizo que se elevara mas sonido.",219.2,291.3,161.0,223.83333333333334,34.8,39.1,41.8,38.56666666666667,25.65,15.3,25.44,25.44,49.13,46.63,46.55,46.63,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 12:55:00.000,Tarde,200,True,True,True,100.0,100.0
